Unnamed: 0,Greek Entry,Entry,Definition
8618,smargados,זְמָרַגְדְּ,"emerald, smaragd.  [From Gk. smargados, which is of Semitic origin. See בָּרֶקֶת.] | "
19893,soleneidos,סוֹלֶנוֹאִיד,"solenoid (electricity).  [Fren. solénoïde, from Gk. soleneidos (= pipe-shaped), from solen (= pipe, channel), and eidos (= form, shape). For the first element see סִילוֹן, for the second see אִידֵאָה.] | "
19851,soudariom,סוּדָר,"1scarf, shawl. [Back formation from supposed pl. סוּדָרִין, a word borrowed from Gk. soudariom, from L. sūdārium (= handkerchief), lit.: ‘cloth for wiping off perspiration’, from sūdor (= sweat, perspiration). L. sūdor derives from IE base sweid-, swoid-, swid- (= to sweat). See ‘sweat’ in my CEDEL and cp. ‘sudarium’ ibid.]2sweater.  [Back formation from supposed pl. סוּדָרִין, a word borrowed from Gk. soudariom, from L. sūdārium (= handkerchief), lit.: ‘cloth for wiping off perspiration’, from sūdor (= sweat, perspiration). L. sūdor derives from IE base sweid-, swoid-, swid- (= to sweat). See ‘sweat’ in my CEDEL and cp. ‘sudarium’ ibid.] | "
20601,spheroeides,סְפֵירוֹאִיד,"spheroid.  [Late L. sphaeroeidēs, from Gk. spheroeides (= spherical), which is compounded of sphaira (= sphere), and oeides (= like), from eidos (= form, shape). See אִידֶאָה.] | "
20763,statiotes,סַרְדְּיוֹט," officer, captain.  [Gk. statiotes (= soldier), from stratos (= army), which derives from IE base ster- (= to spread out, extend, strew), whence also L. sternere (= to spread out, stretch out; to scatter; to cover). See ‘stratum’ in my CEDEL and cp. the first element in אֶסְטְרָטֶג.] | "
20022,Statistik,סְטָטִיסְטִיקָה,"statistics.  [From Gk. Statistik. Coined by the German statistician Gottfried Achenwall in 1748 from Modern L. (collēgium) statisticum (= a college occupying itself with statistics), formed from L. status (= state, condition), and suff. - isticum. See סְטָטוּס.]  | "
20627,suphellion,סַפְסָל,"bench, stool.  [From L. sub-selliam (= bench, seat), through the medium of Gk. suphellion, formed from sub (= under; see סוּבּ□), and sella, from the base of sedēre (= to sit). See ‘sedentary’ in my CEDEL and cp. the second element in סַנְהֶדְרִין.] | "
19689,symbolai,סִבֹּֽלֶת,"1joint meal. [Gk. symbolai (= contributions made to provide a common meal), pl. of symbole (= a coming together, meeting, joining), lit.: ‘something thrown together’, from symballein (= to throw together). See סִימְבּוֹלִי and cp. סִנְבּוֹל.]2picnic.  [Gk. symbolai (= contributions made to provide a common meal), pl. of symbole (= a coming together, meeting, joining), lit.: ‘something thrown together’, from symballein (= to throw together). See סִימְבּוֹלִי and cp. סִנְבּוֹל.] | "
20426,symbolai,סִנְבּוֹל,joint meal.  [Gk. symbolai. See סִבֹּלֶת II.] | 
20129,sympathetikos,סִימְפָּתֶטִי,"sympathetic (in its medical sense).  [Gk. sympathetikos (= sympathetic), from sympatheis (= affected by like feelings). See סִימְפַּתְיָה.] | "
2228,symphoreon,"אֶשְׁבּֽוֹרֶן,  אַשְׁבֹּֽרֶן","1 level country. [Prob. related to Arab. mushābir (= swamp). According to B. Gross אַשְׁבֹּרֶן is borrowed from Gk. symphoreon, pres. part. of symphorein (= to bring together), or from symphors (= a bringing together), which both derive from sympherein, antonym of katapherein (= to bring down). Accordingly, symphora/ē, *sybborē, *sybore, *sborē, *asboren (with prosthetic a). Gk. sympherein is formed from syn (= with, together with; see סִינְ□) and pherein (= to bear, carry). See אֲנָפוֹרָה.]2 flat place, where water gathers: pool.  [Prob. related to Arab. mushābir (= swamp). According to B. Gross אַשְׁבֹּרֶן is borrowed from Gk. symphoreon, pres. part. of symphorein (= to bring together), or from symphors (= a bringing together), which both derive from sympherein, antonym of katapherein (= to bring down). Accordingly, symphora/ē, *sybborē, *sybore, *sborē, *asboren (with prosthetic a). Gk. sympherein is formed from syn (= with, together with; see סִינְ□) and pherein (= to bear, carry). See אֲנָפוֹרָה.] | "
20151,synchronismos,סִינְכְּרוֹנִיזְם,"synchronism.  [Gk. synchronismos, from synchronizein (= to be contemporary with), from synchronos. See סִינְכְּרוֹנִי and suff. □ִיזְם.] | "
20152,synchronizein,סִינְכְּרוֹנִיזַצְיָה,synchronization.  [From Gk. synchronizein. See סִינְכְּרוֹנִיזְם and suff. □ַצְיָה.] | 
20141,synonimon,סִינוֹנִים,"synonym.  [Gk. synonimon, neuter of the adj. synonimos used as a noun (lit. meaning ‘having the same name as’). Formed from syn (= with, together with; see סִינְ□), and onima, dial. form of onoma (= name), which is cogn. with L. nōmen (= name). See נוֹמִינָלִי.]  | "
20469,synteres,סַנְטָר,"guardsman, bailiff.  [Perhaps from Gk. synteres (= guard, watchman), from syn (= with, together with), and terein (= to watch over, take care of, guard).] | "
8912,τὰ,"זִינְגָּאֵי,  זִנְ'","Zingaë, name of a Cushite tribe, prob. named from Zeugis, Zeugitana Regio in Africa Propria (cmp. τὰ Ζίγχα or Ζίγγα in Numidia, Strabo XVII, 831).  Targ. Y. Gen. X, 7; Targ. I Chr. I, 9 (Var. in ed. Rahmer דנ'; h. text סבתכא). | "
1540,τὰ,*איפומנימא," (Mus.), איפומטא, איפומניטא, איפומג' &c. (read: אֶיפִּיטִימְיָא) m. pl. (ἐπιτίμια, τὰ) the imposed penalty, sentence.  Deut. R. s. 2; Yalk. Gen. 77; Ex. 167. [Mus. reads נקרית sing. fem. = ἐπιτιμία.] | "
2646,τὰ,"*אָפֹּורְיָיא,  אֹופֹּורְיָיא"," (ὀπωριαῖα, τὰ) fruit.  Gen. R. s. 72 בשעת בִּכּוּר כל מיני א' Ar. (ed. איפוריא, read אֹו') in the season when all kinds of fruit ripen. | "
2715,τὰ,"אַפִּיקִילְטָא,  אַפִּיקִילְטִין,  פִּיקִילְטִין"," (ἐμποκιλτὰ, ποικιλτὰ, τὰ) embroidered garments (quoted as Aquila’s translation of רקמה Ez. XVI, 10; LXX ποικίλα).  Pesik. B’shall. p. 84b. Cant. R. to IV, 11; 12 איפליקתא, אפליקטא (corr. acc.). Lam. R. beg. תרגם אונק' אפלקטורין פליקטא (read עקילס, and corr. acc. by striking out one of the two words as var. lect. that came into the text; cmp. Pesik. l. c. note). | "
2757,τὰ,אַפִּסְטְקִין," (πιστάκια, τὰ) the fruits of the pistachio-tree.  Y. Dem. II, beg. 22b; Y. Maasr. I, 48d bot. איפ'; cmp. אִלְצָרִין. | "
2833,τὰ,"אַפַּרְסְקִין (אַפַּרְסְקִים),  פַּרְסְקִין"," (πέρσικα, τὰ) peaches.  Maasr. I, 2; a. fr. V. פַּרְסֵק. | "
2991,τὰ,"אֶרְגַּלְיָא,  אֶרְגַּלְיָיא,  אֶרְגַּלְיָיה"," (ἐργαλεῖα, τὰ) tools, implements.  Ex. R. s. 40, beg. Lev. R. s. 23; Y. Succ. IV, 54c top; Cant. R. to IV, 8 היא וכל א' וכ' itself (the brick) and all the implements for making it. [Y’lamd. B’haaloth., quot. in Ar. כלי א' implements of a ship.] | "
3106,τὰ,אֱרִימִין," (ἔρημα, τὰ) desert, wilderness.  מקום א' a settlement in a desert. Lev. R. s. 35 (ed. אדרימון, Ar. ארימון, corr. acc.). Cant. R. to VII, 11.—Yalk. Jer. 257 אירימון, cmp. אֱירֵימִיאָה. | "
4443,τὰ,בָּסִילְיוֹן,"1) ( m. (βασίλειον, τὸ) royal seat, palace.  Y. Snh. II, 20c מלכא יתיב על ב' דידיה וכ' (read בי ב') the King sits in his palace, and thou sayest thou art the King?—2) (genit. of βασίλεια, τὰ) of the palace, or of the royal affairs.  Gen. R. s. 93 פטרון ב' (πάτρων τῶν βασιλείων) superintendent of &c. | "
5622,τὰ,"גִּינִיסְיָא,  גִּינִיסִין,  (גִּינוּ',  גְּנוּ')"," (γενέσια, τὰ)  1) (with יום) bithday festival, anniversary of death; in gen. commemorative festival.  Targ. Esth. III, 8. Targ. Y. Gen. XL, 20 גְּנוּסָא (v. גְּנִיסָא a. גְּנוּסַיָּיא).—Ab. Zar. I, 3 (8a) יום ג' של מלכים royal anniversaries, expl. Y. ib. 39c birthday festival (with ref. to Gen. XL, 20, v. supra); Bab. ib. 10a (after discussion) יום שמעמידין בו המלך installation of a king (Roman emperor). Y. R. Hash. III, 59a top; Yalk. Hab. 564. Ex. R. s. 15 יום ג' an anniversary (commemorative of his delivery); a. e.—2) (= γενέθλια) descent, nobility of birth.  Pesik. Naḥămu p. 126ab; Yalk. Gen. 162 הודעתם ג' שלי (Gen. R. s. 100 הודעתי הוגנוסים corr. acc.) ye have made known my noble descent. Pesik. Haḥod. p. 53a בת גִּינוּסִים; Pesik. R. s. 15 בת גינסין (read גִּינִיסִין, Yalk. Ex. 190 only בת טובים) a woman of noble birth. Cant. R. to I, 2; a. fr. [Sot. 36b גְּנִיסֵי מלכות וכ' Ar. (ed. גְּנוּנֵי) I recognize in him royal nobility.] | "
5889,τὰ,גַּמִּיקִין," (γαμικά, τὰ) marriage, nuptial feast (the guests of which are the witnesses of the marriage; v. Sm. Ant. s. v. Marriage);wedding contract.  Pesik. Haḥod. p. 52b; Yalk. Ex. 190 a king married many wives ולא כתב להם לא ג' ולא איפטיא but did not order in their behalf a record of the nuptial act or of the date of marriage וכיון שנשא … וכתב לה ג' וכ' but when he married a woman of noble descent, he had her marriage recorded as we read (Esth. II, 16) &c., v. אִיפַּטְיָא; Pesik. R. s. 15 כתובת גהיקן (read גמ'). Ex. R. s. 32 שאין ביניהם גמיסקין for there is between them no wedding feast to testify to their alliance. Ib. s. 47 כתב לה גמיסקוס משלו he had a marriage contract written at his own expense; עֲשֵׂה לה ג' ולואי וכ' prepare thou the certificate, and would I could prevail upon myself to lend my signature to it! [Var. in ed. a. Ar. גמיקן, גמיקון, גמיסקין, גמיסקוס, v. Ar. ed. Koh. s. v. גמס, note.—The nouns γαμισκος, γαμισκα, as if from γαμίσκω, are not otherwise recorded in the Greek vocabulary, and seem to be cacophemistic perversions; cmp. גמומסית.] | "
6737,τὰ,*דִּיאוֹנִיסִין," (διονύσια, τὰ) the Dionysian feast, bacchantic revels.  Lev. R. s. 33 (ref. to Ezek. XXIII, 42) מובאים קאניסין וכ' (corr. acc.) ‘carried along’ (in procession) refers to the Dionysia, ‘drunken’, means the revellers, v. דַּחְיָיא. | "
6909,τὰ,(דמוסיא) דִּימוֹסְיָא," (δημόσια, τὰ)  1)public affairs.  Gen. R. s. 8 בד' של מדינה Ar. (ed. בדִימוֹסָהּ; Yalk. Job 907 בדימוסיס) with the public affairs of the country.—2) (δημόσιος = fiscus) state property.  Y. Snh. X, 28b top ואחד ד' לכולן and one golden calf was the common property of all the tribes. Gen. R. s. 84, end; Yalk. ib. 143 they sold him לדמ' של וכ' to the public treasury (as a state slave).—3)(also as pl.)state-tax, confiscation.  Lev. R. s. 30 למגבי דמ' וכ' to collect the taxes &c. Ib. התיר … מדמוסא שלהן (corr. acc.) he remitted one third of their due taxes; Pesik. Ul’kaḥ. p. 182b. Ib. Shek. p. 11a sq. אייתי דִּימוֹסַיִּךְ bring thy demosia; Yalk. Ex. 386 דִּימוֹסַיִּיךְ; Yalk. Prov. 953.—Pl. (Hebr.) דִּימוֹסְיָאוֹת, דִּימוֹסִיּוֹת. Lam. R. to III, 7.—4)public bath, v. דִּימוֹסִין.  | "
11927,τὰ,"טְרוֹקְסִימָא,  טְרוֹקְסִימוֹן,  טְרוֹכְסִימוֹן,  (טרק',  טרכ')"," (τρώξιμον, τὰ τρώξιμα)  1)whatever can be eaten raw, applied to kitchen vegetables, esp. endive &c. Lev. R. s. 3 אגודה אחת של טרוקסימא (some ed. … מון) a bunch of vegetables.  Y. Pes. IV, 31b, sq. Y. Sabb. VII, 10a טריקס' ed. Krot. (corr. acc.).—Y. Pes. II, 29c top (expl. עולשין); Y. Kil. I, 27a top (some ed. מין …, pl.)—Tosef. Ter. IV, 5 טרקסמן ed. Zuck. (Var. טְרָכְסְמִין, pl.) Tosef. Makhsh. III, 10 טרכ', contrad. to יֶרֶק.—2) (sub. κῆπος) kitchen-garden.  Ber. 35b היו … דרך ט' וכ' (Ms. M. טרסק'; Ms. F. טריבסמון, corr. acc.) used to bring their fruits home (from the field to the barn) by the way of the kitchen-garden (in sight of the house) in order to make them subject to tithes; Gitt. 81a; Yalk. Deut. 938. | "
24568,τὰ,פְּרִיכוֹרִין," (περίχωρα, τὰ; v. LXX Deut. III, 4) district.  Deut. R. s. 11 אתה נפגשת … בפ' שלך וכ' (not בפירב', בפירכ') thou (Jacob) didst meet the angel in thine own territory (on earth), but I (Moses) went up to the angels into their territory; (Yalk. Deut. 951 באִפַּרְכְיָא); v. פָּרָאכוֹרִין. | "
531,τά (ta),אוֹפְּטִיקָה,"optics.  [Ultimately from Gk. ta optika (= optics), neuter pl. of optikos (= pertaining to the eyes or sight), from optos (= seen, visible). See אוֹפּֽטִי.] | "
11255,ταβαλά,"טַבְלָא, "," (טבל, cmp. Aeth.  טבלל to tie around, v. Ges. H. Dict.10 s. v. טְבוּלִים; cmp. טבעת, טבור) a bell or collection of bells, an instrument especially used at public processions (in Arab. drum, Gr. ταβαλά; v. Sm. Ant. s. v. Tintinnabulum as to forms and uses of bells). Targ. Koh. VII, 5 קל ט' וכ' the music of the fools. Targ. Cant. I, 1.—Sot. 49b (expl. אֵירוּס) ט' דחד פומא a tabla with one mouth (a single bell). Ber. 57a תלאי ט' וכ' (I dreamt) I suspended a tabla and shouted into it (differ. in Rashi). Sabb. 110a בט' to the sound of a tabla (at a wedding). M. Kat. 9b (prov.) בת שיתין … לקל ט' רהטא a woman of sixty years, like one of six, runs at the sound of the tabla (to see the procession). Y. Erub. VIII, 25a bot. אפי' ט' if even he has there a t. (which he dare not move on the Sabbath); Bab. ib. 86a יש לו טבל.—In gen. musical instrument. Arakh. 10b, v. גּוּרְגָּנָא. | "
11256,τάβλα,"טַבְלָא,  טַבְלָה"," (tabula, tabella, τάβλα) plank, board, tablet for writing; book of accounts, list; will.  Erub. IV, 8 (49b) כטבלה מרובעת (Talm. ed. כטבלא) like a square tablet. R. Hash. II, 8 (24a) על הט' בכותל Ms. M. (ed. בט' ובכותל, v. Rabb. D. S. a. l. note) (drawings of the phases of the moon) on a tablet on the wall. Gitt. 20a כתב שע""ג ט' ופינקס writing (of manumission) on a tablet or on a board (account book or will, v. Treat. ‘Ăbadim, ed. Kirchh. ch. III, Rev. des Etudes Juives 1883, p. 150). Y. Snh. I, 18d bot. ט'של רפואות list of (superstitious) remedies (Pes. 56a ספר וכ'); a. fr.—[Y. Bets. I, 60c bot. טבלה ברייתא וכ' (read טַבְלָתָה pl.) the outside stone plates of the colonnade of Asi.]—Pl. טַבְלָאוֹת, טַבְלָיוֹת. Y. B. Bath. VI, 14c bot. ט' של שיש וכ' polished marble plates for walls. Yalk. Ex. 426 ונראין ט' ט' וכ' and they appeared like marked off squares surrounding &c. Pes. 57a ט' של זהב gold plates.—Chald. pl. טַבְלָתָה, v. supra. | "
10440,τάβλα (tabla),"טֵבְלָא,  טַבְלָה","1table, board. [Gk. tabla, L. tabula (= board, plank, writing tablet, picture), which is of uncertain origin. cp. ‘table’ in my CEDEL. cp. also first element in דּוֹלְמֶן in this dictionary.] 2list.  [Gk. tabla, L. tabula (= board, plank, writing tablet, picture), which is of uncertain origin. cp. ‘table’ in my CEDEL. cp. also first element in דּוֹלְמֶן in this dictionary.]  | "
11498,τάγηνον,"טִיגָּן,  טִיגְנוֹן,  טִגְנָן"," (τήγανον, τάγηνον, also ἥγανον, v. Lydd. -Scott Gr. Dict. s. v.; prob. of Semitic origin = תגן, denom. of אגן; as for ט = ת cmp. Syr. טגר P. Sm. 1432 with Chald. תגרא) 1)frying pan; also (interch. with טִיגּוּן) a flour-dish prepared with oil.  Snh. 21a (ref. to ותצק, II Sam. XIII, 9) עשתה לו מיני ט' she made for him oil-dishes. Men. 104b ה' מיני טיגון (most eds.) five sorts of oil-dishes (ref. to Lev. II, 1; 4; 5; 7; 14—15).—Pl. טִיגָּנִין. Tosef. Ab. Zar. V (VI), 1; VIII (IX), 2 הט' the frying pans.—2) (cmp. Syr. טוגנא, P. Sm. 1431) an engine of torture and execution.  Pesik. R. s. 43 נתנוהו בתיך הטיגנו (read: הטיגנן or הטיגנון) they put him into the teganon.—Denom. טָגַן, Pi. טִיגֵּן 1) to fry, roast. Men. 50b (expl. תפיני, Lev. VI, 14; 21) אופה ואח""כ מְטַגְּנָהּ one baked it and then fried it with oil; a. fr.—Part. pass. מְטוּגָּן. Y. Ned. VI, beg. 39c. [Ib. VI, end, 40a, v. next w.]—2) to torture, put to death. Pesik. R. l. c. וטיגס אותו (Var. וטגים), read: אותו וטִיגְּנוּ or וטִיגְּנוּהוּ.—Trnsf. to torture, agonize. Tanḥ. Vayiggash 9 אתה טִגַּנְתָּה וכ' thou causedst agony to thy father &c. | "
10849,τακτικά (taktika),טַקְטִיקָה,"tactics.  [Gk. taktika (= tactics). neuter pl. of taktikos (= fit for ordering or ordering, pertaining to tactics), used as a noun, from taktos (= ordered). verbal adj. of tassein (= to put in order, arrange). See טֶכֶס.]  | "
11735,ταμεῖον,"טַמְיוֹן,  טִימְיוֹן"," (ταμεῖον) treasury, esp. Roman aurarium, fiscus.  Lev. R. s. 19 מכניס ממונם לט' confiscated their property for the fiscus. Ib. s. 11, a. e. גבאי ט' tax collector; Ruth R. introd. end טַמִיאוֹן (insert גבאי). Gen. R. s. 61 עד שנמצאת ארץ מצרים לטי' until it was found by calculation that the entire land of Egypt would be forfeited to the treasury (for its indebtedness to the Jews); Yalk. ib. 110; (Meg. Taan. ch. III עד שהיתה מצרים שלהם). Gen. R. s. 51 תשרף מן ט' shall be set on fire at public expense; a. fr.—Esth. R. to I, 2 טיטיון, read טימ', v. טַמְיָקוֹן. | "
4445,ταμεῖον,(בסלקי) בָּסִילְקִי," (βασιλική, sub. στοά) basilica, a building with colonnades for holding courts, also meeting place for merchants, exchange, forum.  Yoma 25a כמין ב' גדולה was built in the style of a large basilica (semicircular). Tosef. Succ. IV, 6 (describing the Alexandrian Synagogue); Succ. 51b. Gen. R. s. 68 עולים לב' וכ' one goes up to the basil. and finds the King holding court. Ex. R. s. 15; Tanḥ. Ḥaye 3 שמא אצל ב' וכ' perhaps he wanted me to wait for him near the basilica (on the forum). Esth. R. to I, 3. Toh. VI, 8; Tosef. ib. VII, 12; a. fr. [Y. B. Bath. IV, 14c bot. בסלקי, v. כַּלְכּוֹס.]—Pl. בָּסִילְקָאוֹת. Ab. Zar. 16b שלש ב' הן וכ' there are three kinds of basilicas, for Kings (holding court), for baths, and royal treasuries (τὸ βασιλικόν, sub. ταμεῖον, S.). Tosef. Ohol. XVIII, 18 selling wheat בב' שלהן in their (the gentiles’) exchanges. [Lev. R. s. 34 בסלקי, read בפִילָקִי.] | "
11738,ταμιακός,"טַמְיָקָא,  טִימְיָ'"," (ταμιακός, tamiacus) belonging to the imperial treasury, tamiaca (praedia), crown-lands, imperial domains.  Esth. R. introd. אתם ט' אתם you are crown property (God’s own people); הלוקח לו עבד מן הט' שוב וכ' (read של בשר ודם, abbr. של ב""ו, for שוב) does not he who takes to himself a slave from the crown lands forfeit his life? Ib. (ref. to Esth. VIII, 7) על דפשט ידיה בט' because he stretched forth his hand against crown property (the Jews). | "
11885,ταξᾶτοι,טַקְסְיוֹטֵי," (ταξιώται = ταξᾶτοι, S.) garrison.  Y. Erub. III, 21b באילין ט' Ar. s. v. פרהגבן (ed. טקסיווט) concerning those troops which come as a garrison (whom one likes to meet), opp. רומאי Roman (hostile) troops. | "
6544,ταξεώτης,דּוּכְסוּסְיָא," (v. דּוּךְ III, a. סוּסְיָא; a popular adaptation of טַכְסְיוֹטָא, ταξεώτης) the magistrate’s officer, sergeant.  Meg. 27a דוכסו' ed. (Ms. M. דוכסס', Ar. דכסס'), expl. by R. Shesheth פרשא דמתא the riding messenger of the town. [Cmp. דורקטי.] | "
16402,ταξεώτης,מכסיוטינוס,", Mekh. Yithro, Amal. , s. 2 end, read: טַכְסְיוֹטֵיסִין m. pl. (ταξεώτης) magistrate’s assistants | "
31737,ταξεώτης,תזקיטא,", a corrupt. of טַקְזְיוֹטָא m. (ταξεώτης) sergeant, commissary.  Koh. R. to VII, 26 [read:] ותקף ת' בתריהון, v. לִיסְטָאָה. | "
11653,τάξις,"טַכְסִיס,  טַקְסִיס"," (τάξις; inflected like a native word, formed like עָצִיץ, as if fr. טכס) order, array, order of battle; arrangement.  Pesik. Vayhi, p. 66b בט' מלכים Ar. (ed. … בטכסיסי של, read: בטַכְסִיסִין, pl.) in the order in which kings go to war; Tanḥ. Bo. 4 כטקסין של וכ'; ed. Bub. ib. 4 בטכסיס מלך וכ'; Pesik R. S. 17 בטַכְסִיסֵי מלכים (pl. constr.). Cant. R. to IV, 12 בטק' המלכים in the order of a royal (regular) army. Ex. R. s. 8, end בט' הזה הבא וכ' in this consecutive order bring &c.; Tanḥ. Vaëra 9 בטקסין הזה הביא (corr. acc.). Midr. Till. to Ps. XC בט' של נבואה under the order of prophecy. Num. R. s. 15 בט' גְּדוּלָּה (not בטקסים) in the array of power (arrogating power to themselves); Tanḥ. B’haăl. 14 בטקסים גדולים (corr. acc.). Ib. B’midb. 12 יש להם טכסין מן יעקב אביהן they have a traditional order from the way their father Jacob arranged his funeral escort; ed. Bub. ib. 12 יש בידן טכסיס אביהן. Cant. R. to II, 4 טקסים של מעלה (read … ס) the heavenly array; a. v. fr.—2) (fem.) garrison. Y. Ab. Zar. I 39c, הדא טק' דקסרין the garrison of Caesarea, v. דּוּקִים.—Pl. טַכְסִיסִין, טַקְ', constr. טַכְסִיסֵי, טַקְ'. Sabb. 31a ט' מלכות court ceremonial. Pesik. R. s. 17, a. e., v. supra. | "
11883,τάξις,טְקַס,"Pa., טַקֵּיס, Af.  אַטְקֵיס same, 1) (corresp. to b. h. אסר) to harness for war, to prepare battle.  Targ. I Kings XX, 14. Targ. Ex. XIV, 6. Targ. I Sam. XV, 5 וטַ' וכ' he arranged his camp (h. text וירב); a. fr.—2)to arrange coins, to count, collect.  Targ. II Kings XXII, 4 (Af.); ib. 9 (ed. Wil. טְקִיסוּ Pe.).—Ib. XXIII, 35 (h. text נגש).—Part. pass. מְטַקַּס arranged, fitted, joined. Ib. XII, 12. Targ. I Kings VI, 31 (h. text חמשית). Targ. II Esth. V, 1 מט' trimmed | Ithpa. אִיטַּקַּס,  to be equipped, arranged.  Targ. Ps. XX, 6 נִיטְקָס Ms. (ed. Ven. a. Levita נִיטְקֵס; Bxt. a. oth. נְטַקַּס, read נִיטּ'; h. text נדגל). [Targ. Is. XIII, 17, v. טְפַס.] Targ. I Kings VI, 7 מִטַּ' Levita, closely fitted stones (ed. מַטְקַס noun; h. text מסע); cmp. מַטְכְּסָא. [Some of the meanings of טקס a. of טכס are influenced by the Greek τάσσω, τάξις.]"
10646,τάξισ (taxis),טֶֽכֶס,"1arrangement, adornment. [From Gk. taxis (= arrangement, order, position). See ‘taxis’ in my CEDEL. cp. טֶקֶס, טכס, טַכְסִיס. cp. also טַקְטִיקָה and second element in סִינְטַקְסִיס.]2ceremony.  [From Gk. taxis (= arrangement, order, position). See ‘taxis’ in my CEDEL. cp. טֶקֶס, טכס, טַכְסִיס. cp. also טַקְטִיקָה and second element in סִינְטַקְסִיס.] | "
10651,τάξισ (taxis),טַכְסִיס,"1array of battle, arrangement. [From Gk. taxis (= arrangement, order, position; a body of soldiers). See טֶכֶס and cp. תַּכֽסִיס.] 2stratagem, tactics, scheme, trick.  [From Gk. taxis (= arrangement, order, position; a body of soldiers). See טֶכֶס and cp. תַּכֽסִיס.]  | "
10851,τάξισ (taxis),טֶֽקְס,"1arrangement, adornment. [Gk. taxis (= arrangement, order, position; a body of soldiers). See טֶכֶס.] 2ceremony.  [Gk. taxis (= arrangement, order, position; a body of soldiers). See טֶכֶס.]  | "
30360,τάξισ (taxis),תַּכְסִיס,"another spelling for טֵכְסִיס (q.v.).  [Since the word derives from Gk. taxis, and Gk. t corresponds to Heb. ט, the letter spelling of the word is טַכְסִיס.]  | "
11885,ταξιώται,טַקְסְיוֹטֵי," (ταξιώται = ταξᾶτοι, S.) garrison.  Y. Erub. III, 21b באילין ט' Ar. s. v. פרהגבן (ed. טקסיווט) concerning those troops which come as a garrison (whom one likes to meet), opp. רומאי Roman (hostile) troops. | "
11838,τάπης,טַפִּיטָא," (τάπης, ητος) carpet, rug.  Lev. R. s. 30 (Ar. דיופוטא).—Pl. טַפִּיטִין. Koh. R. to III, 9 טפו' (corr. acc.) Gen. R. s. 33 saw in Rome עמודים מכוסין בט' וכ' (not בטפיסין) statues covered with rugs, in winter &c., Yalk. Ps. 727 בטיפיטין (corr. acc.); Lev. R. s. 27 בטיפטיאות (read: טַפִּיטִיאוֹת). Lam. R. to I, 16; ib. introd. (R. Joh. 2) טפטיות (read: טַפִּיטִיּוֹת). | "
11858,τάπης,"*,  *טַפְסָן"," (τάπης, cmp. Syr.  טפסתא, P. Sm. 1505) carpets, horse-cloths. Targ. Jer. XXXVIII, 11; sq. | "
12091,τάραξιν,"טְרַקְסִין,  טְרִיקְ'"," same, esp. אַמָּה ט' the two cedar-covered partitions, with a vacant space between, which separated the Holy of Holies from the Holy and occupied the space of onecubit, the text (I Kings VI, 16) leaving it undecided from which of the two sacred areas that cubit’s space was deducted.  In the second Temple that partition was replaced by two curtains with a space between. Midd. IV, 7 אמה ט' one cubit for the partition. Yoma 51b אבל … אמה ט' וכ' but in the second Temple, where there was no partition wall, … they made two curtains. B. Bath. 3a; a. fr.—Y. Kil. VIII, 31c bot. (among doubtful things) ואמה ט' (add to the above six things) the ammah traksĭn. מהו ואמה 'ט why is it called a. tr.? (Answ., taking our w. for τάραξιν, acc. of τάραξις, confusion) טריכסון מהו מבפנים מבחוץ (ἐτάραξεν, cmp. בריכסון) it created confusion: what is it? inside? outside?; Y. Yoma V, 42b bot. טירקסון. | "
12091,τάραξις,"טְרַקְסִין,  טְרִיקְ'"," same, esp. אַמָּה ט' the two cedar-covered partitions, with a vacant space between, which separated the Holy of Holies from the Holy and occupied the space of onecubit, the text (I Kings VI, 16) leaving it undecided from which of the two sacred areas that cubit’s space was deducted.  In the second Temple that partition was replaced by two curtains with a space between. Midd. IV, 7 אמה ט' one cubit for the partition. Yoma 51b אבל … אמה ט' וכ' but in the second Temple, where there was no partition wall, … they made two curtains. B. Bath. 3a; a. fr.—Y. Kil. VIII, 31c bot. (among doubtful things) ואמה ט' (add to the above six things) the ammah traksĭn. מהו ואמה 'ט why is it called a. tr.? (Answ., taking our w. for τάραξιν, acc. of τάραξις, confusion) טריכסון מהו מבפנים מבחוץ (ἐτάραξεν, cmp. בריכסון) it created confusion: what is it? inside? outside?; Y. Yoma V, 42b bot. טירקסון. | "
10958,Τάρασ (Taras),טָרַנְטֶלָּה,"tarantella (a lively Italian dance).  [Italian tarantella, lit. ‘dane of Taranto’, formed with dimin. suff. - ella, from Taranto (= name of a town in southern Italy), from L. Tarentum, from Gk. Taras, gen. Tarantos.] | "
