Dictionary ID,Greek Entry,Entry,Definition
Jastrow 23937,πεντάγωνος,פֶּנְטִיגוֹן פִּינְ' פּוּנְ',"1) (πεντάγωνος) pentagonal.  Naz. 8b; B. Bath. 164b פ' (בית) a pentagonal building; Tosef. Neg. VI, 3 פנטיגין ed. Zuck. (oth. ed. פנטניז, corr. acc.).—2) (πεντάγονος) for the fifth time.  Naz. l. c.; B. Bath. l. c., v. דִּיגוֹן.—3)fivefold.  Midr. Till. to Ps. LXXVIII, 49 פ' היה (not היא; ed. Bub. טטראגון הוא, corr. acc.) each Egyptian plague was fivefold."
Klein 23048,φανταστικός (phantastikos),פַנְטַסְטִי,"fantastic. FW [Gk. phantastikos (= able to present to the mind), from phantastes (= one who is fond of display), from phantazein. See פַנְטַסְיָה.]"
Klein 23049,φαντασία (phantasia),פַנְטַסְיָה,"fantasy. FW [Gk. phantasia (= look, appearance, imagination, image), from phantazein (= to make visible, display), from the stem of phainein (= to make appear, show; to shine), whence also phanos (= torch), phanoras (= visible, manifest, illustrious); related to phaos, phos (= light). See פוֹטוֹ□ and cp. פֶנוֹמֶן. cp. also פָּנָס and the second element in צֶלּוֹפָן and in תֵּיאוֹפַנְיָה. For the ending of פַנְטַסְיָה see suff. □יָה.]"
Jastrow 23942,πεντάσχοινος,פַּנְטַסְכִינָאֵי פַּנְטַסְכְנָ',"nom.  gent. pl. (denom. of πεντάσχοινος) inhabitants of Pentaschoinos, an Egyptian district [prob. meant for Dodekaschoinos, by confusion with next w.]. Targ. I Chr. I, 11 (ed. Rahmer פנטסכיינ'); Targ. Y. I Gen. X, 13 (h. text נפתחים); Targ. Y. II ib. 14 (ed. Amst. פְּנַטְסַכְנָ'; h. text כסלחים)."
Jastrow 23944,πενταπολῖται,פַּנְטַפּוֹלִיטָאֵי,"nom.  gent. pl. (πενταπολῖται) inhabitants of Pentapolis, an Egyptian district (also called Cyrenaica). Targ. I Chr. I, 12 (h. text פתרסים); Targ. Y. I Gen. X, 14 (ed. Vien. פַּנְטַפּוּלוֹטֵי; h. text כסלחים). [Targ. Y. II ib. 13 (ed. Vien. פַּנְטַפּוֹלַטָ'; h. text ענמים or להבים), prob. misplaced; v. preced. art.]"
Jastrow 23945,πέντα κακά,פֶּנְטַקָקָה,"Penṭaḳaḳah, surname of one who was said to have committed five sins (πέντα κακά) every day.  Y. Taan. I, 64b bot."
Jastrow 23963,παννύκτοι,פַּנִּיקְטִין,"(παννύκτοι = παννύχιοι, S.) all-night watches (pervigilia), in gen. camps.  Targ. Ps. LXVIII, 30 מפַּנִּיקְטֵיהוֹן Ar. a. Ms. (ed. מִפַּנְקְטֵי', ed. Wil. מְפַ', corr. acc.).—Lev. R. s. 1 היו אומות העולם … מתוך פַּנִּיקְטֵיהֶן (some ed. פַּנּוּקְ') the nations were in danger of hearing the voice of divine revelation and being frightened out of their camps (Tanḥ. T’rum. 9 לתוך אהליהם), v. תָּרַז.—Gen. R. s. 16 in three things Greece was in advance of Rome, בנימוסין ובפניקטין וכ' Ar. (Ms. Paris בפנקיטין, ed. בפנקיסין, בפנקיסון, corr. acc.) in laws, in the arrangements of camp vigils &c."
Jastrow 23963,παννύχιοι,פַּנִּיקְטִין,"(παννύκτοι = παννύχιοι, S.) all-night watches (pervigilia), in gen. camps.  Targ. Ps. LXVIII, 30 מפַּנִּיקְטֵיהוֹן Ar. a. Ms. (ed. מִפַּנְקְטֵי', ed. Wil. מְפַ', corr. acc.).—Lev. R. s. 1 היו אומות העולם … מתוך פַּנִּיקְטֵיהֶן (some ed. פַּנּוּקְ') the nations were in danger of hearing the voice of divine revelation and being frightened out of their camps (Tanḥ. T’rum. 9 לתוך אהליהם), v. תָּרַז.—Gen. R. s. 16 in three things Greece was in advance of Rome, בנימוסין ובפניקטין וכ' Ar. (Ms. Paris בפנקיטין, ed. בפנקיסין, בפנקיסון, corr. acc.) in laws, in the arrangements of camp vigils &c."
Klein 23067,Φοινίκη (Phoinike),פֶנִיקִי,"Phoenician. FW [Formed with suff. □ִי from Gk. Phoinike which prob. means lit. ‘land of purple’, from phoinikos (= purple, crimson; date palm, date; a fabulous bird, the phoenix), which is related to phoinos (= bloodred), phonos (= murder). All these words derive from IE base * gwhen- (= to strike). See אוֹפֶנְסִיבָה.]"
Klein 23068,φοῖνιξ (phoinix),פֶנִיקְס,"phoenix, phenix. FW [Gk. phoinix. See פֶנִיקִי.]"
Jastrow 23966,φανός,פָּנָס,"(φανός) torch; lantern.  Kel. II, 4 פ' שיש בו וכ' a lantern which contains a receptacle for oil; Tosef. ib. B. Bath. VII, 11 פ' של זכוכית וכ' a glass lantern &c. (v. פוקטו). Tosef. Ber. VI (V), 7 פָאנָס ed. Zuck. (Var. פנס); Ber. 53b; Y. ib. VIII, 12b bot. Ex. R. s. 15 היה נוטל הפ' וכ' he (the Lord) took the torch and carried light before them (ref. to Ex. XIII, 21). Ib. s. 25 בשר ודם תלמוד טוען פ' וכ' among human beings, the pupil carries the light before his teacher; not so the Lord &c.; a. fr.—Pl. פְּנָסִין. Gen. R. s. 3, beg. הדליק נרות ופ' lighted lamps and torches. Ib. s. 68 כבו את הנרות כבו הפ' put out the lamps, put out the torches. Koh. R. to XII, 7 הדליק נרות ופ' לשמה וכ' he lighted lamps and torches in the name of Rome (as an augury for a war against Rome), and they would not burn; a. e."
Klein 23073,φανός (phanos),פָּנָס,"lamp, lantern. PBH [Gk. phanos (of s.m.), from the stem phainein (= to make appear, show, shine). See פַנְטַסְיָה.]"
Klein 23078,πίναξ (pinax),פִּנְקָס,"1) account book, ledger. PBH 2) minute book, notebook. MH [From Gk. pinax (= board, plank; writing tablet; trencher, platter), which is possibly related to Old I. pinākam (= stick, rod). cp. פִּינָךְ, פִּנְכָּא.]"
Jastrow 23974,πάγχρυσος,פַּנְקְרִיסִין פַּנְקְרִסִין,"(πάγχρυσος) [all-gold,] name of a fruit, prob. apricots.  Y. Sot. I, 17b top יפה מפ' וכ' … better were the late fruits … than the apricots &c.; ib. IX, 24b bot.; (Y. Peah VII, 20a bot. מפרסקין). Y. Sabb. III, 5d וטעמן יפה כפ' and their taste was as delicious as that of apricots; Y. Ter. II, 41c bot. (corr. acc.).—Y. Ab. Zar. II, 41d פ' … שלהן apricots pressed by gentiles (prob. to be read, as Bab. ib. 38b; Tosef. ib. IV (V), 11 קַפְרִיסִין)."
Jastrow 23977,πάνθηρ,פַּנְתֵּיר פַּנְתֵּר,"(πάνθηρ) panther or leopard. —Pl. פַּנְתֵּירִין, פַּנְתֵּרִין. Midr. Till. to Ps. LXXVIII, 45 (expl. ערב ib.) מין חיה הוא ושמה פ' והביאן וכ' (not והביאו) it is a species of wild beasts named leopards, and the Lord sent them &c.; Yalk. ib. 820."
Klein 23090,πάνθηρ (panther),"פַּנְתֵּר,  פַּנְטֵר","panther. PBH [Gk. panther, a word of Indian origin. cp. Old I. puṇḍárīkam (= tiger), which means perhaps lit. ‘the yellowish (animal)’, and is related to pāṇḍaraḥ (= whitish yellow).]"
Jastrow 24020,φοσσᾶτον,פָּסָּטוֹן,"(fossatum, φοσσᾶτον) ditch.  Gen. R. s. 46; Yalk. ib. 82 [read with Ar.) עשו לו סיעה פ' a band made a ditch for him (as a trap).—Pl. פָּסָּטִין. Yalk. Kings 230, quot. fr. Tanḥ. Thazr. 9 שעשו פטשין … יפלו לתוך הפטשין (corr. acc.) they dug ditches, saying, when the Israelites come to make war, they will fall into the ditches (Tanḥ. l. c. בורות, Var. פטשין; ed. Bub. 12 פיטסים, Mss. פוטיסין, פוטסין, read פוֹסָּטִין).—Cmp. פּוֹסָא."
Klein 23136,ψεύδω (pseudo),פְּסֵידוֹ□,"pseudo- (combining form). FW [Gk. pseudo, from pseudas (= lie, falsehood), from pseudein (= to cheat by lies).]"
Jastrow 24041,φασιανός,פִּסְיוֹנִי פִּיסְ',"(φασιανός, sub. ὀῤνις) [bird from the river Phasis in Colchis,] pheasant (Phasianus Colchicus). Num. R. s. 7 מי שהיה מתאוה תרנגול או פסיון וכ' whoever desired to eat chicken or pheasant, found the taste of it in the manna. Tosef. Kil. I, 8 תרנגול … ופ' וכ' ed. Zuck. (Var. פסאני, פַּסְיָאנִי) chicken, peacock and pheasant, although resembling one another, are heterogeneous birds; Y. ib. I, 27a bot. הפוסיוני; Y. B. Kam. V, end, 5a פי'; Bab. ib. 55a (Rashi: partridge). Yoma 75b (as a species of quail, v. סְלָיו). Kidd. 31a. Midr. Till. to Ps. IV; a. e.—Pl. פִּסְיוֹנִים, פִּסְיוֹנִין, פִּי'. Ib. פ' וראשי פטומות pheasants and choice of fattened birds; a. e."
Klein 23142,ψύχω (psycho),פְּסִיכוֹ□,"psycho (combining form). FW [Gk. psycho, from psyche (= breath, life, spirit, soul, mind), from psychein (= to breathe, blow; to make cold), which is cogn. with Old I. bhas– (of s.m.). cp. פְּסִיכִי, פְּסַכֽתֵּר and the first element in פּֽסִיכֽרוֹמֶטֶר. For the sense development of Gk. psyche cp. נֶפֶשׁ.]"
Klein 23157,ψυχικός (psychikos),פְּסִיכִי,"psychic. FW [Gk. psychikos (= of life, of the soul, spiritual), from psyche (see פְּסִיכוֹ□) and suff. □ִי.]"
Jastrow 24049,ψελλός,פְּסִילּוֹס,"(ψελλός) one unable to pronounce certain letters, stammerer.  Lev. R. s. 10, beg. והיו קורין אותו פ' and they called him (Amos) the stammerer; Yalk. Is. 307, v. עָמַס. Pesik. Naḥămu, p. 125b his name was Amos שהיה פ' בלשונו (not שהיו) because he hesitated in his speech.—Pl. פְּסִילִּים. Y. Ned. I, 37a top במקום שקוראין לנזיר נזיק … נזיר פ' וכ' in a place where people say naziḳ for nazir (owing to a dialectical peculiarity), I say so: shall a Nazarite among stammerers not be a Nazarite?; Y. Naz. I, beg. 51a"
Jastrow 24060,πίστις,פָּסִיס,"(פִּיס or פָּסַס)  1)persuasion, good-will, accommodation; שטר פ' (not פסים) a deed of sale for accommodation, a feigned transfer (a Hebrew adaptation of πίστις), v. פִּיסְטִיס. —2)peg. Pl. פְּסִיסִין. B. Bath. 2b Ms. M., v. מְסִיפָס; cmp. פְּסִיסִית."
Klein 23173,ψέφος (psephos),פְּסֵיפָס,"1) cut and polished stone, mosaic. 2) cube, die. 3) check (in garment), stripe. PBH [Gk. psephos (= small stone, pebble, used in counting or voting), related to psammos (= sand), and cogn. with L. sabulum (= sand), Old Eng. sand, etc. (= sand). cp. מֽפֻסְפָּס and the second element in פָּלִימְפְּסֶסֽט.]"
Jastrow 24069,ψῆφος,פְּסִיפָּס פִּסְפָּס פִּיסְ',"(פָּסַס, cmp. פְּסִיסִית)  1)cut and polished stone block, used for paving floors, stone pavement, mosaic.  Ab. d’R. N. ch. XXVIII אבן פסי' שיש וכ' ed. Schechter (ed. פיספס) a paving block which has four polished sides (a metaphor for a many-sided scholar). Y. Sabb. VII, 10b top בשאין שם פ' where there is no stone pavement. Ib. XII, beg. 13c (Chald. dict.) מקטע פ' he who trims a paving stone (or die, v. infra). Ex. R. s. 10 בתיהם של גדולים … בשיש בפ' the houses of the nobles which were paved with marble or blocks; Yalk. Sam. 102 בתי השיש והפִּסְפְּסִים (pl.); Yalk. Ps. 820 בתי השיש ובתי הפ' (Midr. Till. to Ps. CV בתי הסיפים, v. סַף). Deut. R. s. 1 ואם בפ' הפ' וכ' and if (she wipes her hands) on the pavement, the pavement will be blackened, but her hands will not be clean; a. e.—Pl. פְּסִיפְסִים, פְּסִיפְסִין, פִּסְפְּ', פִּיסְ'. Yalk. Sam. l. c.; Yalk. Ps. l. c., v. supra. Midd. I, 6 ראשי פסי' וכ' Var. in Ar. s. v. פשפש (Mish. ed. פספ'; Talm. ed. פישפשין) the ends of the flag-stones in the pavement indicated the mark between the sacred and the secular grounds; [comment.: blocks on the ceiling]; ib. II, 6; a. e.—[Tosef. Zeb. VII, 1 פסיפסין, Var. פסיפיסין, v. פִּשְׁפָשׁ I.]—2)cube, die. —Pl. as ab. Y. R. Hash. I, 57c top (expl. המשחק בקוביא) המשחק בפסי' he who plays with dice; Snh. 25b, a. e. בפיספ' (Rashi: blocks of wood); Y. l. c. משישבור את פְּסִיפְסָיו (he is not reinstated from his civil disabilities,) until he breaks his dice; Snh. l. c. משישברו את פִּיסְפְּסֵיהֶן; Y. Shebu. VII, 37d bot. פִּיסְפְּסָיו; Y. Snh. III, beg., 21a (also פְּשִׂיפְשִׂין). Midr. Till. to Ps. XXVI, 10 אלי המשחקין בפספ' וכ' that means those who play with dice, who calculate (throw) with the left hand and press with the right hand, and rob and wrong one another; a. e.—3)check (in garments), square, or stripe (cmp. פַּס).  Neg. XI, 7 והרי הוא פסי' יחידי ed. Dehr. (ed. פספס) suppose there is only one (white) stripe in the whole garment?—Pl. as ab. Ib. קייטא שיש בה פ' צבועים וכ' a pieced sheet in which there are checkers colored and white; Tosef. ib. V, 10. Yalk. Job 927 פספסין הדֵּיהוֹת שלו מכחות וכ' (or הדּוּחוֹת, not פספסי הרוחות) the faintest checkers (or stripes) of the Leviathan’s skin outshine the sun (v. Yalk. Lev. 65voting tablet, verdict.  Lam. R. to II, 1, v. חִיתּוּךְ.—[The contact between the Hebrew and Greek languages influenced the form פסיפס and the coincidence of some meanings of our word with ψῆφος pebble.]"
Klein 23175,κόμμα (komma),פְּסִיק,"comma. NH [From פסק (lit.: ‘something cut off’), properly loan translation of Gk. komma (= a piece cut off; a short clause), from koptein (= to cut off).]"
Jastrow 24083,ψυκτήρ,פְּסַכְתֵּר,"(corresp. to ψυχθηρ [sic] = ψυκτήρ) [wine-cooler,] a large pot.  Y. Ḥag. III, 79a; Tam. V, 5 כופה … פ' (,Ar. everywhere פסק'), v. כָּפָה; ib. ופ' היה כלי וכ' the psykter was a large vessel, holding &c. Sifré Tsav, Par. 1, ch. II; Y. Yoma IV, end, 42a; Num. R. s. 4. Erub. X, 15; a. e."
Klein 23182,ψυκτήρ (psykter),פְּסַכְתֵּר,"a large pot. PBH [Gk. psykter (= wine cooler), from psychein (= to breathe, blow; to make cold). See פְּסִיכוֹ□.]"
Jastrow 24083,ψυχθηρ,פְּסַכְתֵּר,"(corresp. to ψυχθηρ [sic] = ψυκτήρ) [wine-cooler,] a large pot.  Y. Ḥag. III, 79a; Tam. V, 5 כופה … פ' (,Ar. everywhere פסק'), v. כָּפָה; ib. ופ' היה כלי וכ' the psykter was a large vessel, holding &c. Sifré Tsav, Par. 1, ch. II; Y. Yoma IV, end, 42a; Num. R. s. 4. Erub. X, 15; a. e. | **Editor's Note: Probably should be 'ψυχθήρ' as 'Neuhebräische Grammatik auf Grund der Mišna' writes it, but perhaps without a clear attestation to such a word, Jastrow chose to not put an accent on this word."
Jastrow 24096,βασίλικα,פַּסְלְקָאוֹת,"(βασίλικα, sub. κάρυα, basilicæ, sub. nuces) basilicæ, the best kind of nuts.  Tosef. Dem. I, 9 [read:] האגוזין ודורמסקיות ופ' (Var. והפסדקאות; ופסליא ed. Zuck., Var. ופסיליה, standing for βασιλεια, a dittography of our w.) nuts, plums, and walnuts."
Jastrow 24097,οψωνάτωρ,"*,  *פְּסַנְטוֹר","(corrupt. of obsonator, οψωνάτωρ) caterer, purveyor.  Koh. R. to I, 3 פְּסַנְטוֹרָךְ אנא ולית את מטעים וכ' I am thy caterer, and thou wilt not let me taste thy dish, that I may know what it may need?; Lev. R. s. 28 Ar. (ed., a. Yalk. Jer. 276, a. e. מגרסך, v. מָגֵירוֹס)."
Jastrow 24129,ψίαθος,פסתיין,", read פְּסִיָּיתִין m. pl. (ψίαθος, ψίεθος; v. P. Sm. 3199) mats, mattresses.  Koh. R. to III, 9."
Jastrow 24129,ψίεθος,פסתיין,", read פְּסִיָּיתִין m. pl. (ψίαθος, ψίεθος; v. P. Sm. 3199) mats, mattresses.  Koh. R. to III, 9."
Jastrow 24164,Πάππος,פַּפּוּס,"(Πάππος) Pappus, 1) P. , 1) P. b. Judah, the alleged husband of the mother of Jesus of Nazareth. Sabb. 104b (missing in editions under censorial supervision).  Tosef. Sot. V, 9 כגון פ' בן י' שהיה נועל וכ' (not שנועל) like P. b. J. who locked the door before his wife (refused to live with her on account of a suspicion); Y. ib. I, 17a bot.; Y. Kidd. IV, 66a והודה בן פ'; Gitt. 90a פ' בן י'; Num. R. s. 9 י' בן פ'.—2)Pappus (ben Judah), mentioned in connection with לוּלְיָינוֹס, q. v. Sifra B’ḥuck., Par. 2, ch. V; Y. Taan. II, 66a top פיפוס (corr. acc.); a. fr. —3)Pappus, father of R. Judah, a contemporary of R. Joshua.  Y. B. Bath. V, 15a bot.; Y. Ber. II, end, 5d.—[Gen. R. s. 21 ר' פ'; Eduy. VII, 5 פפוס Ms. M., v. פַּפְּיָיס.]"
Jastrow 24171,Παπίας,פַּפְּיָיס פַּפְּיָס פַּפְּיָאס,"(Παπίας) Papias, name of a Tannai.  Eduy. VII, 5, sq. (Ms. M. פפוס, corr. acc.); R. Hash. 6a (v. Rabb. D. S. a. l. note 8); Tem. III, 1. Shek. IV, 7 (early eds. פפוס; Ms. O. פפיאס, v. Rabb. D. S. a. l., p. 32, note 90). Yalk. Gen. 34; Gen. R. s. 21 פפוס (corr. acc.); Cant. R. to I, 9 פפיס. Mekh. Yithro, ʿĂmal., s. 1 פפיס."
Klein 23333,φάκελος (phakelos),פָּקוֹל,"cotton tuft (in the Talmud used only in the pl. פָּקוֹלִין, ‘cotton tufts’). PBH [From Gk. phakelos (= bundle, fascicle), which is of uncertain origin.]"
Klein 23374,πέκος (pekos),פֶּֽקֶס,"woollike fringe (on gourds and cucumbers). PBH [From Gk. pekos (= uncombed wool, fleece), which is related to pekein (= to comb, shear), L. pectere (= to comb, shear). These words derive from IE base * peƙ- (= to pluck wool or hair). See ‘fee’ (= cattle, money) in my CEDEL.]"
Klein 23392,ἐπικάρσιον (epikarsion),פַּקְרֵס,"1) shirt, underwear. PBH 2) sweater. NH [Shortened from אַפְקַרְסִין, from Gk. epikarsion (= striped garment), properly subst. use of the neuter of the adj. epikarsios (= crosswise, at an angle; striped), which is formed from epi (= on, upon; see אֶפִּי□), and a word, which is prob. related to Lithuanian skeřsas (= transversal).]"
Klein 23394,παρά (para),פָּרַ□,"(before a vowel פָּר□) pref.  FW para-, par-. Used in words of Greek origin in the senses: by the side of, beside, past, beyond; contrary, wrong, irregular, abnormal. [Gk. para-, par-, from para (= from beside, beyond, against, contrary), which is cogn. with Old I. pára (= beyond). cp. פֶּר□, פֶּרִי□, פְּרֵי□, פְּרוֹ□ I, פְּרוֹ□ II"
Jastrow 24292,παρά,פָּרָא,"(παρά) with, for.  Y. R. Hash. I, 57a bot., v. אַגְרָפוֹס.—[פרא in compounds often separated, as פ' כורין פ' פורנון, v. פָּרָאכוֹרִין, פָּרָאפוֹרְנוֹן &c.]"
Jastrow 24294,παρεδρεύων,פראדורין פראדורן,", read פַּרְאִדְרוֹן m. (πάρεδρος, S., accus.  form, or παρεδρεύων) familiar, regular visitor. Ex. R. s. 33 … כל זמן … הוא הווה פ' לבית חמיו משנשאה אצלה so long as he has not married his betrothed, he is a visitor at the house of his father-in-law; after he has married her, her father comes to her."
Jastrow 24294,πάρεδρος,פראדורין פראדורן,", read פַּרְאִדְרוֹן m. (πάρεδρος, S., accus.  form, or παρεδρεύων) familiar, regular visitor. Ex. R. s. 33 … כל זמן … הוא הווה פ' לבית חמיו משנשאה אצלה so long as he has not married his betrothed, he is a visitor at the house of his father-in-law; after he has married her, her father comes to her."
Jastrow 24298,παραχώριον,פָּרָאכוֹרִין,"(παραχώριον) [neighborhood,] district.  Y. Shebi. IX, 38d bot. (expl. מדינה אחת, Misch. IX, 2) פרא כורין (combine; Mus. פָּרָכוֹרִין); v. פְּרִיכוֹרִין."
Jastrow 24299,παραλευκός,"*,  *פָּרָאלַוְקִין","(παραλευκός, -όν) [whitish,] name of a gem in the high priest’s breastplate (corresp. to שֹׁהַם).  Ex. R. s. 38, end [perh. a corrupt. of בירולין βηρύλλιον, v. LXX, Ex. XXVIII, 20]."
Jastrow 24303,παράφερνον,פָּרָאפוּרְנוֹן,"(παράφερνον) that which a bride brings over and above her dower; also (v. מוֹהַר) the wife’s additional settlement above the usual one (תוספת כתובה).  Gen. R. s. 80 (ref. to Gen. XXIV, 12) מוהר פרנין מתן פ' mohar is the endowment, mattan the addition; Yalk. ib. 134 פרא פ' (combine). Gen. R. s. 65 הבא לי מפ' שלי וכ' (not נין …) take it from my additional dower, for thus he has written in my contract &c.; Yalk. ib. 114 מפורנין (corr. acc.). Y. Keth. V, 30b פרא פרנין. Ib. VII, 31c top הפדא פ' (corr. acc.). Y. Gitt. V, 47b נכסים שהכניסה לו פרה פרנון property which she brought him above the dower, opp. בכתובתה corresponding to the amount of her settlement. Y. Naz. V, 54a top פרה פ'. Y. B. Bath. V, end, 17d; a. e."
Jastrow 24311,παραγώδης,פַּרְגּוֹד,"(paragauda, παραγώδης of Semitic origin; פרג to divide, cmp. פָּרוֹכֶת)  1)curtain.  Kel. XXIX, 1 Maim. (R. S. tunic, v. infra).—Esp. (cmp. וִילוֹן) the curtain of heaven. Ḥag. 15a כבר שמעתי מאחורי הפ' וכ' I have already heard from behind the Curtain, ‘Return, ye wayward children, all except Aḥer.’ Yoma 77a Ms. M. (omitted in later editions; v. Rabb. D. S. a. l. note 3). B. Mets. 59a שלשה אין הפ' ננעל בפניהם there are three wrongs for which the Curtain is never closed (the outcries over them will not be unheeded).—Trnsf. the court, royal attendants. Mekh. Yithro, Baḥod., s. 2 לא דומה שומע מפי פ' וכ' it is not the same to hear from the lips of attendants as to hear from the lips of the king himself; Yalk. Ex. 276.—2)a certain garment, tunic.  Gen. R. s. 84 (expl. כתנת הפסים, Gen. XXXVII, 23). Shek. III, 2, v. חָפַת; a. e.—3) (cmp. אַוְורַקְסִין) a sort of breeches.  Sabb. 120a שני פרגוד Ms. M. (ed. פרגד; Ar. פַּרְגּוֹדִין) two (a pair of) breeches; (Y. ib. XVI, 15d אבריקין)."
Klein 23408,φραγέλλιον (phragellion),פַּרְגּוֹל,"whip, scourge, lash. PBH [From Gk. phragellion, L. flagellum, dimin. of flagrum (= whip, scourge, lash), from * flāgere (= to whip), whence flāgitāre (= to whip, decry; to demand passionately).]"
Jastrow 24314,περίγρα,"*,  *פִּרְגּוֹל פִּרְגָּל","(περίγρα) a pair of compasses.  Kel. XXIX, 5 comment. [prob. whip, v. preced.]."
Jastrow 24313,φραγέλλιον,פַּרְגּוֹל פַּרְגָּל,"(adaptation of flagellum, φραγέλλιον; cmp. פַּרְכִּיל) whip, scourge; young vine shoot.  Lev. R. s. 32, beg. (ref. to Zech. XIII, 6) מה לך לוקה בפ' וכ' why art thou whipped with the scourge? Because I made a Succah; Mekh. Yithro, Baḥod., s. 6 מה לך לוקה מאה פ' (not מאפ') why art thou to get a hundred lashes?; Yalk. Ex. 292; Yalk. Zech. 581; Midr. Till. to Ps. XII, end מה לך יוצא לידקר בפוראגון (ed. Bub. מה לך לוקה בפרוגין, corr. acc.). Tosef. Kel. B. Mets. IV, 4 פ' שעשה בראשו וכ' a whip to the top of which a knob is attached to strike with it. Y. B. Bath. V, beg. 15a אם היה עשוי כמין פ' (not טרגול) if the young shoot of the olive tree has the shape of a vine shoot (hanging down and knotted)."
Jastrow 24315,πύργος,פִּרְגּוֹס,", pl. פִּרְגּוֹסִין (πύργος) towers.  Tanḥ. ed. Bub., Noah 24 (Gen. R. s. 38 סמוכות)."
Klein 23410,πτέρυξ (pterix),פַּרְגִּית,"chick, young bird. PBH [Together with Syr. פַּרוּגָא (= chick, young bird), prob. borrowed from Gk. pterix (= wing, winged creature, bird), which is related to pteron (= feather wing). These words derive from * pt, zero degree of IE base * pet- (= to fly, fall upon), whence Gk. petesthai (= to fly). See ‘feather’ in my CEDEL.]"
Jastrow 24326,πράγματα,פְּרַגְמָטָא,"(πράγματα) affairs, business.  Lev. R. s. 9 תהא פ' דידן טבא וכ' (ed. הדא פסטמא, פסטטא, corr. acc.) let thy trade be straight, and thou hast nothing to fear; Yalk. ib. 493 פשטמא (corr. acc.)."
Jastrow 24328,πραγματευτής,פְּרַגְמָטוֹטֵיס פְּרַגְמַטִיוְטָא פְּרַקְמַ',"(πραγματευτής) trader, esp. travelling merchant.  Ex. R. s. 19 ראו הפ' וכ' behold, that trader (that lodged with me) got up by night and took all my belongings with him. Koh. R. to XI, 1 פרגמטוזטוס, פרגמטוזטיס (corr. acc.). Lev. R. s. 3, beg. רעותיה דמתקרי פ' it is his ambition to be called a man of business; Yalk. Koh. 971 בר פרגמיטורא (corr. acc., or בר פְּרַגְמַטְיָא); Koh. R. to IV, 6 (some ed. פרגמטווטא); a. fr.—Pl. פְּרגְמָטוֹטֵין, פְּרַגְמָטִיוְטִין (פְּרַגְמָטָטִין, טָטַיָּא …). Mekh. Yithro, Baḥod., s. 2 (ref. to לשָׂרִים, Ps. XLV, 17, as though it were read לְשָׁרִים, v. שְׁיָירָה) יכול פרגמיט' (corr. acc.) you may think this means travelling merchants; Yalk. Ex. 276 פרגמטיטין. Gen. R. s. 76 מה אומנתכון פ' what is your trade? (We are) merchants. Pesik. Bayom, p. 195a. Pesik. R. s. 15 רמז לפרגמטטין וכ' this is a hint to travelling merchants and seafarers to remember and come home quickly; a. fr."
Klein 23413,πραγματεία (pragmateia),פְּרַגְמַטְיָא,"merchandise, wares, goods. PBH [Gk. pragmateia (= prosecution of business). See פְּרַקֽמַטְיָא.]"
Jastrow 24329,πραγματεία,פְּרַגְמַטְיָא פְּרַקְ',"(πραγματεία) business; ware, goods.  B. Mets. 42a שליש בקרקע שליש בפ' וכ' (invest) one third in land, one third in business, and (retain) one third in ready money. Cant. R. to III, 6 הוו עסקין בפ' והוון נסבין וכ' engaged in business and dealt in silk; Gen. R. s. 77. Cant. R. l. c. כל פ' שישראל עושין וכ' in whatever business Israelites are engaged and meet with success, they owe it to that dust which Jacob raised (when wrestling with the angel). Tanḥ. Mishp. 9 טול ממני … ותעשה פ' וכ' take from me a loan of one hundred thousand (zuz), and do business with it, and assign as security to me &c. Ib. 5 כל פ' שאתה רואה וכ' whatever goods you find to be low and lying in the ground (despised), engage in it, for it will rise in the end. Ib. הפסידה פ' שלך thy goods have gone down; a. fr."
Jastrow 24336,περιδέξιος,פרדוכוס פרדוכסוס,", read: פְּרִידֶכְסְיוֹס m. (περιδέξιος) dexterous, clever.  Gen. R. s. 60 פרדוכוס (Ar. פרדוכסוס); Ruth R. to II, 1 פרדכ'; Yalk. Gen. 109 פרדיכוס; Midr. Sam. ch. I פארדוכסו'; v. אפדכסיס."
Jastrow 24337,παράδειγμα,פָּרָדִיגְמָטָא,"(παράδειγμα, ατος) an example, exposure to public shame.  Tanḥ., ed. Bub., Lekh 7 (ref. to II Sam. X, 4) ועשה אותם פ' and made them a public disgrace; Yalk. Ps. 730 פדרגימט' (corr. acc.). Yalk. Kings 249 החזיר אותו בכל ערי בפרדימא … וקרע את החמור וכ' (some ed. בפרדימס, corr. acc.) he carried him around all cities of Israel as a public shame, and then put him to death, and took the ass and tore it open and buried &c.; Lev. R. s. 19 וישב עליו בפרדימ'."
Jastrow 24341,παρατάξις,פַּרְדִּיסְקֵי,"(a corrupt. of παρατάξις, v. Ducange Gloss. Gr. , v. Ducange Gloss. Gr. 1531)soldiers, police.  Gen. R. s. 94, end שדר פ' בתריה he (the royal officer) sent the police after him to arrest him.—V. פַּרְדַּשְׁכָּא."
